Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
1,NewOrder,1582799486.837050,10043451,2,0
1,NewOrder,1582799486.838133,10013556,3,0
1,NewOrder,1582799486.840303,10032806,7,0
2,Payment,1582799486.841382,10003471,4,0
2,Payment,1582799486.844641,10007913,9,0
1,NewOrder,1582799486.845727,10014991,4,0
1,NewOrder,1582799486.848980,10016292,6,0
3,OrderStatus,1582799486.850066,10002100,8,0
2,Payment,1582799486.851147,10004599,5,0
1,NewOrder,1582799486.852227,10014607,3,0
2,Payment,1582799486.853327,10003196,8,0
1,NewOrder,1582799486.854420,10036055,9,0
2,Payment,1582799486.855499,10002164,0,0
1,NewOrder,1582799486.856582,10038892,1,0
2,Payment,1582799486.857665,10002248,5,0
1,NewOrder,1582799486.858747,10017883,8,0
2,Payment,1582799486.859825,10002413,0,0
1,NewOrder,1582799486.860907,10017467,5,0
1,NewOrder,1582799486.861993,10018548,4,0
2,Payment,1582799486.863079,10003478,0,0
5,StockLevel,1582799486.865240,10004453,6,0
1,NewOrder,1582799486.867406,10017622,0,0
1,NewOrder,1582799486.868489,10012138,3,0
2,Payment,1582799486.870655,10002932,6,0
2,Payment,1582799486.873911,10006919,7,0
1,NewOrder,1582799486.874990,10012189,6,0
2,Payment,1582799486.877154,10003345,8,0
1,NewOrder,1582799486.879319,10013007,5,0
2,Payment,1582799486.881484,10010422,2,0
4,Delivery,1582799486.882569,10033874,8,0
1,NewOrder,1582799486.883655,10018107,4,0
2,Payment,1582799486.884740,9999960,3,0
2,Payment,1582799486.885828,10006889,7,0
2,Payment,1582799486.886912,10001489,3,0
2,Payment,1582799486.887991,10001155,0,0
1,NewOrder,1582799486.887992,10017252,6,0
1,NewOrder,1582799486.889072,10015807,3,0
2,Payment,1582799486.890152,10003838,0,0
2,Payment,1582799486.891238,10007356,9,0
2,Payment,1582799486.892353,10006153,2,0
2,Payment,1582799486.893441,10003264,5,0
1,NewOrder,1582799486.894525,10028030,7,0
2,Payment,1582799486.895617,10003047,0,0
2,Payment,1582799486.896700,10007677,1,0
3,OrderStatus,1582799486.897787,10001004,5,0
1,NewOrder,1582799486.898833,10028931,2,0
4,Delivery,1582799486.899918,10078610,9,0
2,Payment,1582799486.901002,10001999,0,0
2,Payment,1582799486.901003,10002132,5,0
2,Payment,1582799486.902087,10003709,4,0
1,NewOrder,1582799486.903172,10010821,0,0
5,StockLevel,1582799486.904254,10004171,5,0
2,Payment,1582799486.905364,10008015,1,0
2,Payment,1582799486.906451,10002471,3,0
1,NewOrder,1582799486.907562,10017895,6,0
1,NewOrder,1582799486.908644,10019993,4,0
2,Payment,1582799486.909734,10003102,5,0
1,NewOrder,1582799486.910825,10019296,3,0
2,Payment,1582799486.912987,10004209,5,0
2,Payment,1582799486.914068,10009846,1,0
3,OrderStatus,1582799486.915150,10001367,0,0
1,NewOrder,1582799486.917317,10010304,8,0
2,Payment,1582799486.918397,10002805,0,0
1,NewOrder,1582799486.919484,10016024,5,0
2,Payment,1582799486.921650,10003807,0,0
1,NewOrder,1582799486.923834,10024774,7,0
1,NewOrder,1582799486.924917,10031939,1,0
1,NewOrder,1582799486.925996,10012241,6,0
1,NewOrder,1582799486.925996,10017316,0,0
2,Payment,1582799486.927092,10004676,8,0
1,NewOrder,1582799486.928175,10042118,2,0
2,Payment,1582799486.929295,10003966,4,0
1,NewOrder,1582799486.931462,10019754,3,0
2,Payment,1582799486.932587,10003693,8,0
2,Payment,1582799486.933671,10003933,4,0
2,Payment,1582799486.936926,10002710,5,0
1,NewOrder,1582799486.936928,10011639,8,0
1,NewOrder,1582799486.938014,10015218,4,0
2,Payment,1582799486.939099,10003349,6,0
1,NewOrder,1582799486.940201,10009317,5,0
1,NewOrder,1582799486.943446,10007897,6,0
5,StockLevel,1582799486.944538,10004667,0,0
2,Payment,1582799486.949997,10002465,8,0
5,StockLevel,1582799486.949998,10006388,7,0
2,Payment,1582799486.951081,10001871,0,0
1,NewOrder,1582799486.952176,10008006,5,0
1,NewOrder,1582799486.953264,10017229,3,0
2,Payment,1582799486.954351,10000712,6,0
2,Payment,1582799486.955437,10000955,8,0
4,Delivery,1582799486.956524,10075140,0,0
1,NewOrder,1582799486.957607,10007371,4,0
1,NewOrder,1582799486.958696,10007268,6,0
2,Payment,1582799486.959791,10005189,7,0
2,Payment,1582799486.960833,9999658,8,0
1,NewOrder,1582799486.961917,10006380,1,0
4,Delivery,1582799486.962999,10032910,5,0
1,NewOrder,1582799486.963000,10017358,8,0
1,NewOrder,1582799486.965168,10020265,7,0
1,NewOrder,1582799486.966252,10011174,4,0
2,Payment,1582799486.967336,10002021,6,0
2,Payment,1582799486.968419,10004200,1,0
1,NewOrder,1582799486.969509,10020370,6,0
5,StockLevel,1582799486.970624,10009921,2,0
1,NewOrder,1582799486.971707,10012343,3,0
1,NewOrder,1582799486.973833,10008492,1,0
2,Payment,1582799486.977071,10005268,4,0
1,NewOrder,1582799486.978157,10027014,9,0
2,Payment,1582799486.980327,10004528,8,0
1,NewOrder,1582799486.981419,10024235,2,0
2,Payment,1582799486.982499,10004067,1,0
1,NewOrder,1582799486.983585,10012986,4,0
1,NewOrder,1582799486.984671,10012025,3,0
1,NewOrder,1582799486.985758,10018362,8,0
1,NewOrder,1582799486.986829,10012407,7,0
2,Payment,1582799486.987909,10003141,1,0
1,NewOrder,1582799486.990072,10033695,6,0
2,Payment,1582799486.991153,10004620,1,0
1,NewOrder,1582799486.995567,10021157,1,0
2,Payment,1582799486.996684,10003488,5,0
2,Payment,1582799486.997771,10003137,4,0
1,NewOrder,1582799486.998860,10011099,3,0
2,Payment,1582799486.999944,10003280,7,0
2,Payment,1582799487.001026,10002809,5,0
4,Delivery,1582799487.002142,10034802,4,0
1,NewOrder,1582799487.003222,10014357,7,0
5,StockLevel,1582799487.004308,10005013,5,0
2,Payment,1582799487.005418,10003246,8,0
1,NewOrder,1582799487.006503,10024294,9,0
1,NewOrder,1582799487.007587,10036397,2,0
1,NewOrder,1582799487.008670,10016598,8,0
1,NewOrder,1582799487.009755,10015192,5,0
3,OrderStatus,1582799487.010830,10001304,3,0
2,Payment,1582799487.012991,10003671,3,0
2,Payment,1582799487.017397,10003506,3,0
2,Payment,1582799487.018485,10002554,1,0
1,NewOrder,1582799487.019571,10011293,7,0
2,Payment,1582799487.021738,10002933,3,0
1,NewOrder,1582799487.022829,10009820,1,0
2,Payment,1582799487.023910,10006498,6,0
1,NewOrder,1582799487.024992,10013919,3,0
2,Payment,1582799487.024993,10005533,5,0
2,Payment,1582799487.026078,10004786,8,0
4,Delivery,1582799487.031570,10072846,6,0
2,Payment,1582799487.032682,10002729,5,0
1,NewOrder,1582799487.033762,10022059,9,0
1,NewOrder,1582799487.034831,10014874,7,0
1,NewOrder,1582799487.035910,10013514,8,0
1,NewOrder,1582799487.036994,10013764,0,0
2,Payment,1582799487.036995,9999900,1,0
2,Payment,1582799487.038081,10001870,5,0
1,NewOrder,1582799487.039167,10018701,1,0
1,NewOrder,1582799487.040255,10011076,4,0
2,Payment,1582799487.041343,10001730,3,0
2,Payment,1582799487.042435,10002434,5,0
1,NewOrder,1582799487.043529,10017292,3,0
2,Payment,1582799487.044628,10008471,2,0
2,Payment,1582799487.045716,10003539,5,0
2,Payment,1582799487.048998,10004697,5,0
1,NewOrder,1582799487.050084,10010651,8,0
2,Payment,1582799487.051172,10002779,7,0
1,NewOrder,1582799487.052258,10023637,0,0
4,Delivery,1582799487.053345,10036267,4,0
2,Payment,1582799487.054429,10007335,2,0
2,Payment,1582799487.055515,10004968,5,0
2,Payment,1582799487.056598,10001692,7,0
2,Payment,1582799487.057678,10002249,9,0
1,NewOrder,1582799487.058763,10015897,1,0
1,NewOrder,1582799487.059831,10010966,7,0
2,Payment,1582799487.060912,10003595,9,0
2,Payment,1582799487.061996,10006916,5,0
1,NewOrder,1582799487.061997,10012550,8,0
2,Payment,1582799487.063077,10002182,3,0
2,Payment,1582799487.064164,10006499,2,0
2,Payment,1582799487.065251,10003526,9,0
5,StockLevel,1582799487.066334,10003801,3,0
1,NewOrder,1582799487.068514,10018966,9,0
4,Delivery,1582799487.069594,10048241,5,0
5,StockLevel,1582799487.071761,10004591,3,0
2,Payment,1582799487.072829,10002626,2,0
1,NewOrder,1582799487.073912,10006438,7,0
5,StockLevel,1582799487.074997,10005377,8,0
2,Payment,1582799487.076082,10003040,1,0
2,Payment,1582799487.077171,10005323,2,0
1,NewOrder,1582799487.078255,10033160,0,0
2,Payment,1582799487.079341,10006801,3,0
2,Payment,1582799487.080427,10003095,1,0
2,Payment,1582799487.081510,10003178,7,0
1,NewOrder,1582799487.082594,10019961,8,0
1,NewOrder,1582799487.083674,10015350,2,0
2,Payment,1582799487.084768,10003157,1,0
1,NewOrder,1582799487.085833,10019305,7,0
4,Delivery,1582799487.086915,10067446,3,0
2,Payment,1582799487.087998,10004076,9,0
1,NewOrder,1582799487.089135,10016297,1,0
2,Payment,1582799487.090216,10003905,4,0
2,Payment,1582799487.092391,10004843,9,0
1,NewOrder,1582799487.094569,10019105,4,0
1,NewOrder,1582799487.098923,10026811,9,0
1,NewOrder,1582799487.100007,10022966,2,0
2,Payment,1582799487.103335,10003234,8,0
1,NewOrder,1582799487.104425,10024780,6,0
1,NewOrder,1582799487.105505,10013868,7,0
3,OrderStatus,1582799487.106588,10001246,1,0
1,NewOrder,1582799487.107672,10014662,8,0
1,NewOrder,1582799487.108752,10022455,1,0
2,Payment,1582799487.111995,10007770,0,0
1,NewOrder,1582799487.114163,10016491,4,0
1,NewOrder,1582799487.118563,10017344,5,0
1,NewOrder,1582799487.119647,10029723,7,0
2,Payment,1582799487.120733,10006214,0,0
2,Payment,1582799487.122910,10003593,8,0
2,Payment,1582799487.123992,10003409,2,0
1,NewOrder,1582799487.126168,10031084,9,0
2,Payment,1582799487.127253,10003452,8,0
1,NewOrder,1582799487.128336,10010775,0,0
2,Payment,1582799487.129457,10002194,2,0
2,Payment,1582799487.130540,10006179,6,0
1,NewOrder,1582799487.131631,10009335,4,0
1,NewOrder,1582799487.132716,10017534,8,0
1,NewOrder,1582799487.133860,10016389,1,0
5,StockLevel,1582799487.134943,10001751,2,0
2,Payment,1582799487.136026,10004725,5,0
1,NewOrder,1582799487.137109,10032246,2,0
1,NewOrder,1582799487.138191,10029740,6,0
1,NewOrder,1582799487.140359,10030222,0,0
1,NewOrder,1582799487.141447,10013715,5,0
2,Payment,1582799487.142532,10002937,4,0
5,StockLevel,1582799487.145791,10004899,4,0
1,NewOrder,1582799487.148996,10014604,7,0
2,Payment,1582799487.150084,10004295,8,0
1,NewOrder,1582799487.151167,10030040,1,0
2,Payment,1582799487.152257,10002535,4,0
1,NewOrder,1582799487.155533,10020274,3,0
1,NewOrder,1582799487.156619,10012289,8,0
2,Payment,1582799487.157705,10001975,4,0
1,NewOrder,1582799487.158783,10012957,5,0
3,OrderStatus,1582799487.159830,10000116,9,0
2,Payment,1582799487.160913,10002874,4,0
2,Payment,1582799487.161996,10002103,9,0
2,Payment,1582799487.163083,10011162,7,0
1,NewOrder,1582799487.164167,10020395,4,0
2,Payment,1582799487.165256,10002554,9,0
1,NewOrder,1582799487.168508,10020828,9,0
1,NewOrder,1582799487.169592,10012399,6,0
2,Payment,1582799487.170675,10002557,8,0
1,NewOrder,1582799487.171783,10016754,2,0
1,NewOrder,1582799487.172835,10017227,0,0
1,NewOrder,1582799487.173918,10040868,5,0
2,Payment,1582799487.175001,10002467,8,0
1,NewOrder,1582799487.175001,10024083,7,0
2,Payment,1582799487.176090,10003996,3,0
1,NewOrder,1582799487.177176,10018451,8,0
2,Payment,1582799487.181513,10002811,3,0
2,Payment,1582799487.182600,10003123,1,0
1,NewOrder,1582799487.183681,10016847,6,0
1,NewOrder,1582799487.185890,10013647,3,0
1,NewOrder,1582799487.187020,10007881,4,0
2,Payment,1582799487.187021,10004767,1,0
1,NewOrder,1582799487.188105,10027076,2,0
2,Payment,1582799487.189188,10004822,9,0
1,NewOrder,1582799487.190272,10037668,0,0
1,NewOrder,1582799487.191357,10017014,1,0
3,OrderStatus,1582799487.195710,10000647,9,0
4,Delivery,1582799487.196796,10035211,4,0
2,Payment,1582799487.197883,10001484,8,0
1,NewOrder,1582799487.198964,10014435,9,0
5,StockLevel,1582799487.198964,10007048,7,0
1,NewOrder,1582799487.200048,10018227,8,0
1,NewOrder,1582799487.201129,10011182,3,0
2,Payment,1582799487.202213,10002332,6,0
1,NewOrder,1582799487.204393,10012646,6,0
2,Payment,1582799487.206567,10008006,7,0
2,Payment,1582799487.209824,10002357,1,0
2,Payment,1582799487.211996,10004257,1,0
2,Payment,1582799487.213078,10003234,3,0
2,Payment,1582799487.214161,10004057,9,0
2,Payment,1582799487.215242,10010049,7,0
1,NewOrder,1582799487.216327,10021699,5,0
2,Payment,1582799487.217413,10006193,2,0
2,Payment,1582799487.218502,10002389,1,0
2,Payment,1582799487.219591,10001247,3,0
1,NewOrder,1582799487.220685,10013764,6,0
4,Delivery,1582799487.221818,10036427,9,0
2,Payment,1582799487.222901,9999704,8,0
1,NewOrder,1582799487.223980,10017788,3,0
2,Payment,1582799487.223981,10001311,1,0
2,Payment,1582799487.225065,10001830,8,0
2,Payment,1582799487.226148,10005487,2,0
1,NewOrder,1582799487.227231,10039746,7,0
1,NewOrder,1582799487.228317,10020714,1,0
1,NewOrder,1582799487.229400,10008218,8,0
2,Payment,1582799487.230485,10007092,0,0
2,Payment,1582799487.231568,10010145,2,0
1,NewOrder,1582799487.232650,10021810,4,0
1,NewOrder,1582799487.234831,10017826,6,0
1,NewOrder,1582799487.238080,10027528,0,0
3,OrderStatus,1582799487.239164,10000810,8,0
1,NewOrder,1582799487.240272,10038859,5,0
2,Payment,1582799487.241357,10003064,8,0
1,NewOrder,1582799487.242443,10036221,2,0
1,NewOrder,1582799487.243527,10013617,3,0
1,NewOrder,1582799487.244610,10016772,8,0
2,Payment,1582799487.249999,10003120,1,0
1,NewOrder,1582799487.253269,10014489,6,0
1,NewOrder,1582799487.254356,10012962,1,0
2,Payment,1582799487.255442,10003316,4,0
2,Payment,1582799487.257614,10003768,3,0
1,NewOrder,1582799487.258706,10016318,9,0
4,Delivery,1582799487.259795,10035243,4,0
2,Payment,1582799487.261969,10003924,8,0
2,Payment,1582799487.261970,10003643,3,0
5,StockLevel,1582799487.266300,10005564,0,0
1,NewOrder,1582799487.267382,10015528,3,0
2,Payment,1582799487.268462,10001350,8,0
2,Payment,1582799487.269550,10008701,7,0
2,Payment,1582799487.270634,10000944,1,0
2,Payment,1582799487.271721,10000199,6,0
1,NewOrder,1582799487.272814,10008111,8,0
2,Payment,1582799487.273899,10001691,1,0
1,NewOrder,1582799487.274982,10039907,0,0
1,NewOrder,1582799487.274983,10007275,6,0
1,NewOrder,1582799487.276063,10014631,9,0
1,NewOrder,1582799487.277144,10012539,1,0
1,NewOrder,1582799487.279311,10017880,7,0
2,Payment,1582799487.280436,10006738,2,0
2,Payment,1582799487.281516,10006042,5,0
2,Payment,1582799487.282595,10002752,8,0
2,Payment,1582799487.283675,10003099,6,0
2,Payment,1582799487.284763,10002655,3,0
2,Payment,1582799487.285833,10003528,8,0
2,Payment,1582799487.288002,10002909,6,0
1,NewOrder,1582799487.288003,10035880,2,0
2,Payment,1582799487.289087,10002572,3,0
5,StockLevel,1582799487.290172,10006092,5,0
4,Delivery,1582799487.291257,10035587,8,0
2,Payment,1582799487.292344,10001287,1,0
1,NewOrder,1582799487.293471,10009501,9,0
2,Payment,1582799487.294554,10000653,6,0
2,Payment,1582799487.295638,10000200,3,0
2,Payment,1582799487.296721,10001636,1,0
2,Payment,1582799487.297813,10001746,4,0
2,Payment,1582799487.298894,10000680,6,0
3,OrderStatus,1582799487.300004,9998417,3,0
2,Payment,1582799487.300005,10004865,5,0
2,Payment,1582799487.301089,10004322,7,0
2,Payment,1582799487.302176,10000750,1,0
2,Payment,1582799487.303257,9999718,3,0
1,NewOrder,1582799487.304342,10018279,4,0
2,Payment,1582799487.305424,9998483,6,0
2,Payment,1582799487.306516,10001192,1,0
2,Payment,1582799487.307622,10000086,9,0
2,Payment,1582799487.308705,9999041,3,0
2,Payment,1582799487.309841,9998886,6,0
3,OrderStatus,1582799487.310926,9998641,5,0
1,NewOrder,1582799487.310928,10021801,7,0
2,Payment,1582799487.312022,10000077,9,0
1,NewOrder,1582799487.313104,10014847,1,0
3,OrderStatus,1582799487.314189,9995934,3,0
3,OrderStatus,1582799487.315272,9996307,6,0
1,NewOrder,1582799487.316354,10032559,5,0
1,NewOrder,1582799487.317441,10010244,3,0
1,NewOrder,1582799487.318525,10012895,6,0
1,NewOrder,1582799487.319612,10015707,9,0
2,Payment,1582799487.320701,10002420,0,0
2,Payment,1582799487.323914,10002807,4,0
1,NewOrder,1582799487.324999,10024644,0,0
2,Payment,1582799487.324999,10006321,2,0
1,NewOrder,1582799487.327169,10021306,4,0
1,NewOrder,1582799487.328268,10017809,8,0
2,Payment,1582799487.329350,10002146,3,0
1,NewOrder,1582799487.330430,10007707,1,0
5,StockLevel,1582799487.331515,10006376,2,0
2,Payment,1582799487.332598,10003372,6,0
1,NewOrder,1582799487.333681,10009910,3,0
2,Payment,1582799487.334822,10003386,7,0
2,Payment,1582799487.336991,10003274,9,0
2,Payment,1582799487.336992,10007207,6,0
1,NewOrder,1582799487.338075,10042998,2,0
2,Payment,1582799487.339160,10003437,1,0
2,Payment,1582799487.340244,10002172,7,0
4,Delivery,1582799487.341324,10037755,9,0
2,Payment,1582799487.342404,10007237,7,0
1,NewOrder,1582799487.343488,10019530,1,0
1,NewOrder,1582799487.344568,10014122,3,0
1,NewOrder,1582799487.345701,10026471,6,0
1,NewOrder,1582799487.346784,10020030,8,0
1,NewOrder,1582799487.349993,10012160,4,0
1,NewOrder,1582799487.349994,10040078,5,0
1,NewOrder,1582799487.351088,10027327,0,0
1,NewOrder,1582799487.352171,10013771,7,0
2,Payment,1582799487.358680,10004322,3,0
2,Payment,1582799487.363007,10003104,4,0
2,Payment,1582799487.364087,10003521,3,0
1,NewOrder,1582799487.365171,10011356,1,0
1,NewOrder,1582799487.366253,10019046,7,0
1,NewOrder,1582799487.367332,10015766,4,0
1,NewOrder,1582799487.368414,10016698,8,0
1,NewOrder,1582799487.369497,10010890,3,0
2,Payment,1582799487.372744,10011595,6,0
5,StockLevel,1582799487.377117,10004208,1,0
5,StockLevel,1582799487.379286,10008106,0,0
1,NewOrder,1582799487.380369,10014658,9,0
1,NewOrder,1582799487.381453,10009047,3,0
1,NewOrder,1582799487.382560,10038396,2,0
5,StockLevel,1582799487.383641,10002471,1,0
2,Payment,1582799487.384724,10002286,4,0
1,NewOrder,1582799487.385815,10026054,6,0
2,Payment,1582799487.386897,10002700,8,0
2,Payment,1582799487.387978,10001434,7,0
2,Payment,1582799487.387979,10002169,1,0
4,Delivery,1582799487.389059,10035106,4,0
2,Payment,1582799487.390145,10006576,0,0
1,NewOrder,1582799487.391262,10014278,7,0
2,Payment,1582799487.392349,10001551,8,0
2,Payment,1582799487.393433,10004550,5,0
1,NewOrder,1582799487.394513,10017239,1,0
1,NewOrder,1582799487.395599,10009766,3,0
1,NewOrder,1582799487.396705,10016738,8,0
2,Payment,1582799487.397786,10002187,9,0
2,Payment,1582799487.398832,10006719,0,0
2,Payment,1582799487.399909,10005985,5,0
2,Payment,1582799487.400995,10003585,9,0
1,NewOrder,1582799487.405361,10013776,9,0
2,Payment,1582799487.406494,10003444,3,0
1,NewOrder,1582799487.407579,10008770,7,0
1,NewOrder,1582799487.408665,10041065,0,0
2,Payment,1582799487.409753,10003739,5,0
1,NewOrder,1582799487.410847,10014340,3,0
2,Payment,1582799487.411933,10004100,1,0
2,Payment,1582799487.413015,10007816,6,0
1,NewOrder,1582799487.414105,10017370,8,0
1,NewOrder,1582799487.415189,10026741,5,0
2,Payment,1582799487.416276,10003561,1,0
1,NewOrder,1582799487.417361,10010233,7,0
2,Payment,1582799487.420639,10003205,9,0
2,Payment,1582799487.421724,10002421,1,0
4,Delivery,1582799487.422814,10062651,6,0
2,Payment,1582799487.423895,10005306,2,0
2,Payment,1582799487.424977,10003856,9,0
1,NewOrder,1582799487.424978,10012683,1,0
5,StockLevel,1582799487.426060,10002812,4,0
3,OrderStatus,1582799487.427149,10000195,3,0
2,Payment,1582799487.428237,10004077,3,0
2,Payment,1582799487.429322,10002384,7,0
2,Payment,1582799487.430411,10004816,9,0
2,Payment,1582799487.431500,10001872,4,0
1,NewOrder,1582799487.432584,10029012,2,0
1,NewOrder,1582799487.433719,10013984,8,0
2,Payment,1582799487.434815,10001540,7,0
1,NewOrder,1582799487.435896,10017060,3,0
2,Payment,1582799487.436978,10000720,4,0
1,NewOrder,1582799487.436979,10014386,9,0
2,Payment,1582799487.438063,10002852,7,0
2,Payment,1582799487.439146,10002754,1,0
2,Payment,1582799487.440230,10001702,4,0
3,OrderStatus,1582799487.441313,10001886,7,0
1,NewOrder,1582799487.442401,10019549,1,0
2,Payment,1582799487.443489,10006638,5,0
2,Payment,1582799487.444575,10001560,4,0
2,Payment,1582799487.445671,10001638,7,0
4,Delivery,1582799487.447831,10035127,4,0
1,NewOrder,1582799487.448911,10011768,7,0
1,NewOrder,1582799487.449994,10010240,8,0
1,NewOrder,1582799487.449994,10040508,0,0
2,Payment,1582799487.451079,10010092,5,0
2,Payment,1582799487.452166,10004260,9,0
1,NewOrder,1582799487.453247,10022262,3,0
1,NewOrder,1582799487.456551,10019786,9,0
2,Payment,1582799487.461980,10002587,8,0
2,Payment,1582799487.461981,10003521,7,0
2,Payment,1582799487.463062,10007260,5,0
1,NewOrder,1582799487.464144,10033075,2,0
1,NewOrder,1582799487.465228,10018396,1,0
2,Payment,1582799487.466313,10003463,8,0
3,OrderStatus,1582799487.467397,10000420,7,0
3,OrderStatus,1582799487.468480,10001766,7,0
1,NewOrder,1582799487.470648,10015555,8,0
1,NewOrder,1582799487.471730,10013735,7,0
5,StockLevel,1582799487.472826,10003528,5,0
3,OrderStatus,1582799487.476073,10001868,3,0
1,NewOrder,1582799487.477161,10037048,9,0
1,NewOrder,1582799487.478246,10031969,5,0
1,NewOrder,1582799487.479329,10020790,3,0
1,NewOrder,1582799487.483669,10013349,4,0
2,Payment,1582799487.484756,10003107,1,0
1,NewOrder,1582799487.485832,10009924,6,0
2,Payment,1582799487.486914,10003365,7,0
1,NewOrder,1582799487.487996,10018086,8,0
2,Payment,1582799487.487997,10004625,1,0
1,NewOrder,1582799487.491247,10018275,7,0
1,NewOrder,1582799487.492333,10030541,0,0
2,Payment,1582799487.493420,10003030,1,0
1,NewOrder,1582799487.496665,10011610,6,0
2,Payment,1582799487.497748,10002501,1,0
5,StockLevel,1582799487.498838,10004150,4,0
5,StockLevel,1582799487.499922,10009804,2,0
2,Payment,1582799487.501005,10002968,3,0
2,Payment,1582799487.501006,10002884,1,0
1,NewOrder,1582799487.503223,10017932,4,0
1,NewOrder,1582799487.504308,10012391,1,0
1,NewOrder,1582799487.505394,10008938,3,0
2,Payment,1582799487.506475,10003255,8,0
2,Payment,1582799487.508647,10003792,6,0
2,Payment,1582799487.510823,10002943,7,0
1,NewOrder,1582799487.511903,10043695,2,0
1,NewOrder,1582799487.512983,10008015,8,0
2,Payment,1582799487.512984,10005686,5,0
1,NewOrder,1582799487.514066,10013485,6,0
1,NewOrder,1582799487.515150,10018810,7,0
5,StockLevel,1582799487.516278,10011552,9,0
2,Payment,1582799487.517366,10000888,3,0
2,Payment,1582799487.518444,10002077,1,0
1,NewOrder,1582799487.519531,10010690,3,0
2,Payment,1582799487.520616,10006007,5,0
1,NewOrder,1582799487.521704,10019133,1,0
1,NewOrder,1582799487.522794,10008399,8,0
2,Payment,1582799487.523863,10001496,4,0
2,Payment,1582799487.524943,10006852,0,0
1,NewOrder,1582799487.524944,10008202,4,0
1,NewOrder,1582799487.526026,10027881,5,0
1,NewOrder,1582799487.527110,10017336,6,0
1,NewOrder,1582799487.528198,10049028,9,0
3,OrderStatus,1582799487.531449,10001117,3,0
3,OrderStatus,1582799487.532532,10001084,8,0
2,Payment,1582799487.533623,10010046,0,0
2,Payment,1582799487.534710,10002270,3,0
2,Payment,1582799487.535796,10001916,4,0
3,OrderStatus,1582799487.536887,9999100,8,0
2,Payment,1582799487.537971,10000161,7,0
1,NewOrder,1582799487.537972,10027535,8,0
3,OrderStatus,1582799487.539056,10000075,3,0
2,Payment,1582799487.540141,10001827,4,0
1,NewOrder,1582799487.541225,10010645,7,0
1,NewOrder,1582799487.542308,10012579,3,0
1,NewOrder,1582799487.543391,10008777,1,0
2,Payment,1582799487.544479,10001900,4,0
2,Payment,1582799487.545564,10002860,0,0
2,Payment,1582799487.546648,10001761,6,0
2,Payment,1582799487.547744,10002743,4,0
2,Payment,1582799487.549914,10002262,6,0
1,NewOrder,1582799487.550994,10023705,0,0
2,Payment,1582799487.550995,10003261,4,0
1,NewOrder,1582799487.552075,10009750,7,0
1,NewOrder,1582799487.553160,10016184,1,0
2,Payment,1582799487.554241,10001781,6,0
2,Payment,1582799487.555326,10005838,5,0
3,OrderStatus,1582799487.556410,10000199,4,0
5,StockLevel,1582799487.557498,10002632,3,0
2,Payment,1582799487.558589,10006372,2,0
5,StockLevel,1582799487.559671,10001229,6,0
2,Payment,1582799487.560757,9999693,4,0
2,Payment,1582799487.561831,10002764,3,0
1,NewOrder,1582799487.562914,10010039,4,0
2,Payment,1582799487.563997,10001452,6,0
2,Payment,1582799487.563997,10005564,5,0
1,NewOrder,1582799487.565081,10008698,7,0
1,NewOrder,1582799487.566165,10016907,3,0
2,Payment,1582799487.567247,10006187,2,0
1,NewOrder,1582799487.568331,10010763,6,0
1,NewOrder,1582799487.569419,10011469,8,0
2,Payment,1582799487.570505,10002820,1,0
2,Payment,1582799487.571586,10006528,5,0
2,Payment,1582799487.573761,10003424,4,0
2,Payment,1582799487.574860,10002673,1,0
2,Payment,1582799487.575986,10005790,2,0
1,NewOrder,1582799487.575986,10013992,7,0
1,NewOrder,1582799487.577071,10043275,0,0
1,NewOrder,1582799487.578156,10016942,4,0
1,NewOrder,1582799487.579243,10037837,9,0
5,StockLevel,1582799487.580326,10003366,1,0
2,Payment,1582799487.581415,10005540,5,0
2,Payment,1582799487.582504,10000109,6,0
1,NewOrder,1582799487.583590,10016348,8,0
2,Payment,1582799487.584672,10006196,2,0
1,NewOrder,1582799487.585754,10010082,6,0
2,Payment,1582799487.586854,10000659,3,0
5,StockLevel,1582799487.587936,10000837,1,0
2,Payment,1582799487.587938,10007616,5,0
2,Payment,1582799487.589018,10002560,3,0
2,Payment,1582799487.590109,10002980,1,0
2,Payment,1582799487.591194,10002868,7,0
1,NewOrder,1582799487.592277,10027150,2,0
1,NewOrder,1582799487.593359,10028395,3,0
1,NewOrder,1582799487.594443,10014338,1,0
5,StockLevel,1582799487.595527,10004428,7,0
1,NewOrder,1582799487.596607,10019790,4,0
1,NewOrder,1582799487.597709,10017856,5,0
1,NewOrder,1582799487.598796,10016550,6,0
5,StockLevel,1582799487.600970,10005776,8,0
1,NewOrder,1582799487.600971,10012309,7,0
4,Delivery,1582799487.607475,10037260,8,0
2,Payment,1582799487.609684,10002831,1,0
2,Payment,1582799487.612915,10002594,1,0
2,Payment,1582799487.614000,10002402,7,0
2,Payment,1582799487.616168,10003031,6,0
2,Payment,1582799487.617248,10002151,1,0
2,Payment,1582799487.618331,10001570,5,0
1,NewOrder,1582799487.619413,10017421,7,0
1,NewOrder,1582799487.620496,10018596,4,0
2,Payment,1582799487.621579,10004551,9,0
1,NewOrder,1582799487.622662,10014474,6,0
1,NewOrder,1582799487.623747,10017749,1,0
1,NewOrder,1582799487.624833,10030603,2,0
